entity,design_00_baseline,design_01_undertow,design_02_swiftdeath007,design_03_swiftdeath007,design_04_swiftdeath007,design_05_derantrix,design_06_imp,design_07_osboz,design_08_lady_meyneth,design_09_jobo,design_10_ztirom22,design_11_theflyingcurryfish154,design_12_phlap,design_13_phlap,design_14_abucnasty_Stage_1,design_14_abucnasty_Stage_2,design_14_abucnasty_Stage_3,design_14_abucnasty,design_17_henryjk,design_18_lady_meyneth,design_19_werezwolf,design_20_toda1,design_21_syvkal_STAGE_0,design_21_syvkal_STAGE_1,design_21_syvkal_STAGE_2,design_22_mcmayhem57,design_23_mcmayhem57,design_24_mcmayhem57,design_25_ashtroboy_1,design_25_ashtroboy_Paste_after_sulfur_rounds_corner_and_imediatly_after_lamp_blinks,design_25_ashtroboy_Final_State_(Only_for_comparison_will_not_work),design_26_mrcooki4,design_27_geist_fixed,design_28_geist,design_29_geist,design_30_reja,design_31_minebuilder,design_32_reja,design_33_syvkal_STAGE_0,design_33_syvkal_STAGE_1,design_33_syvkal_STAGE_2,design_34_osboz,design_35_henryjk,design_hybrid_01_abucnasty,design_hybrid_03_thaeln_abucnasty,design_hybrid_04_thaeln_abucnasty,design_hybrid_05_thaeln_abucnasty_Stage_1,design_hybrid_05_thaeln_abucnasty,design_hybrid_06_abucnasty
inserter_all_from_cryogenic_plant_plastic_bar,2,8,6,30,6,0,24,8,4,2,4,7,4,4,4,4,4,4,0,4,6,23,8,8,8,4,4,4,0,0,0,10,8,8,26,2,0,2,8,8,8,8,0,4,4,4,8,8,4
inserter_all_from_cryogenic_plant_plastic_bar_circuit_enabled,0,8,0,30,6,0,0,0,4,2,0,1,4,4,4,4,4,4,0,4,6,23,8,8,8,0,0,0,0,0,0,10,8,8,26,0,0,0,8,8,8,0,0,4,4,4,8,8,4
inserter_all_from_cryogenic_plant_plastic_bar_to_assembling_machine_3_advanced_circuit,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_cryogenic_plant_plastic_bar_to_assembling_machine_3_advanced_circuit_circuit_enabled,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_cryogenic_plant_plastic_bar_to_cargo_wagon,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_cryogenic_plant_plastic_bar_to_cargo_wagon_circuit_enabled,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_cryogenic_plant_plastic_bar_to_electromagnetic_plant_advanced_circuit,0,8,6,0,6,0,24,0,4,0,0,0,4,4,4,4,4,4,0,4,0,23,8,8,8,0,0,0,0,0,0,10,8,8,26,0,0,0,8,8,8,0,0,4,4,4,8,8,4
inserter_all_from_cryogenic_plant_plastic_bar_to_electromagnetic_plant_advanced_circuit_circuit_enabled,0,8,0,0,6,0,0,0,4,0,0,0,4,4,4,4,4,4,0,4,0,23,8,8,8,0,0,0,0,0,0,10,8,8,26,0,0,0,8,8,8,0,0,4,4,4,8,8,4
inserter_all_from_cryogenic_plant_plastic_bar_to_turbo_transport_belt,2,0,0,0,0,0,0,8,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,4,4,4,0,0,0,0,0,0,0,2,0,2,0,0,0,8,0,0,0,0,0,0,0
inserter_all_from_cryogenic_plant_plastic_bar_to_turbo_transport_belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_cryogenic_plant_sulfur,2,4,1,30,1,4,2,4,1,2,2,4,1,1,1,1,1,1,4,1,6,23,4,4,4,4,4,2,4,4,4,6,2,2,52,2,0,2,4,4,4,4,4,1,1,1,2,2,1
inserter_all_from_cryogenic_plant_sulfur_circuit_enabled,0,0,0,30,1,4,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,4,6,0,2,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_cryogenic_plant_sulfur_to_assembling_machine_3_chemical_science_pack,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_cryogenic_plant_sulfur_to_assembling_machine_3_chemical_science_pack_circuit_enabled,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_cryogenic_plant_sulfur_to_cargo_wagon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_cryogenic_plant_sulfur_to_turbo_transport_belt,2,2,1,0,1,4,0,4,1,2,2,4,0,0,1,1,1,1,4,1,6,0,4,4,4,4,4,2,4,4,4,5,2,2,0,2,0,2,4,4,4,4,4,1,1,1,2,2,1
inserter_all_from_cryogenic_plant_sulfur_to_turbo_transport_belt_circuit_enabled,0,0,0,0,1,4,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,4,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_cryogenic_plant_sulfur_to_turbo_underground_belt,0,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_cryogenic_plant_sulfur_to_turbo_underground_belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_electromagnetic_plant_advanced_circuit,6,8,6,0,6,8,24,10,4,6,4,32,4,4,4,4,4,4,32,4,8,23,8,8,8,6,6,6,0,48,48,10,8,8,52,4,48,4,8,8,8,10,32,4,4,4,8,8,4
inserter_all_from_electromagnetic_plant_advanced_circuit_circuit_enabled,0,8,6,0,6,8,0,10,4,6,4,32,4,4,4,4,4,4,32,4,8,23,8,8,8,6,6,6,0,48,48,10,6,8,52,4,48,4,8,8,8,10,32,4,4,4,8,8,4
inserter_all_from_electromagnetic_plant_advanced_circuit_to_assembling_machine_3_chemical_science_pack,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,48,48,0,0,0,52,0,0,0,0,0,0,0,32,0,0,0,0,0,0
inserter_all_from_electromagnetic_plant_advanced_circuit_to_assembling_machine_3_chemical_science_pack_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,48,48,0,0,0,52,0,0,0,0,0,0,0,32,0,0,0,0,0,0
inserter_all_from_electromagnetic_plant_advanced_circuit_to_cargo_wagon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_electromagnetic_plant_advanced_circuit_to_cargo_wagon_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_electromagnetic_plant_advanced_circuit_to_express_underground_belt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_electromagnetic_plant_advanced_circuit_to_express_underground_belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_electromagnetic_plant_advanced_circuit_to_turbo_transport_belt,6,8,6,0,0,4,0,10,4,6,4,32,2,2,4,4,4,4,0,4,8,0,8,8,8,6,6,6,0,0,0,10,8,8,0,4,46,4,8,8,8,10,0,4,4,4,6,6,4
inserter_all_from_electromagnetic_plant_advanced_circuit_to_turbo_transport_belt_circuit_enabled,0,8,6,0,0,4,0,10,4,6,4,32,2,2,4,4,4,4,0,4,8,0,8,8,8,6,6,6,0,0,0,10,6,8,0,4,46,4,8,8,8,10,0,4,4,4,6,6,4
inserter_all_from_electromagnetic_plant_advanced_circuit_to_turbo_underground_belt,0,0,0,0,6,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
inserter_all_from_electromagnetic_plant_advanced_circuit_to_turbo_underground_belt_circuit_enabled,0,0,0,0,6,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
inserter_all_from_electromagnetic_plant_copper_cable,0,0,0,0,0,0,0,15,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,0,0,72,0,0,0,0,15,0,0,0,0,0,0,0
inserter_all_from_electromagnetic_plant_copper_cable_circuit_enabled,0,0,0,0,0,0,0,10,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,10,0,0,0,0,0,0,0
inserter_all_from_electromagnetic_plant_copper_cable_to_cargo_wagon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_electromagnetic_plant_copper_cable_to_electromagnetic_plant_advanced_circuit,0,0,0,0,0,0,0,10,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,10,0,0,0,0,0,0,0
inserter_all_from_electromagnetic_plant_copper_cable_to_electromagnetic_plant_advanced_circuit_circuit_enabled,0,0,0,0,0,0,0,10,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,10,0,0,0,0,0,0,0
inserter_all_from_electromagnetic_plant_copper_cable_to_electromagnetic_plant_electronic_circuit,0,0,0,0,0,0,0,5,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,24,0,0,0,0,5,0,0,0,0,0,0,0
inserter_all_from_electromagnetic_plant_copper_cable_to_electromagnetic_plant_electronic_circuit_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_electromagnetic_plant_electronic_circuit,2,4,6,0,0,4,24,10,4,2,4,32,2,2,2,2,2,2,16,4,8,23,4,4,4,2,2,2,0,24,24,10,4,4,4,2,24,2,4,4,4,10,16,2,2,2,8,8,2
inserter_all_from_electromagnetic_plant_electronic_circuit_circuit_enabled,0,0,0,0,0,4,0,10,4,2,0,32,0,0,0,0,0,0,16,4,8,23,0,0,0,0,0,0,0,24,24,10,0,0,0,0,24,0,0,0,0,10,16,0,0,0,8,8,0
inserter_all_from_electromagnetic_plant_electronic_circuit_to_cargo_wagon,0,0,0,0,0,4,0,0,4,2,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0
inserter_all_from_electromagnetic_plant_electronic_circuit_to_cargo_wagon_circuit_enabled,0,0,0,0,0,4,0,0,4,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0
inserter_all_from_electromagnetic_plant_electronic_circuit_to_electromagnetic_plant_advanced_circuit,0,0,6,0,0,0,24,10,0,0,0,32,0,0,0,0,0,0,16,0,8,23,0,0,0,0,0,0,0,24,24,10,0,0,0,0,24,0,0,0,0,10,16,0,0,0,0,0,0
inserter_all_from_electromagnetic_plant_electronic_circuit_to_electromagnetic_plant_advanced_circuit_circuit_enabled,0,0,0,0,0,0,0,10,0,0,0,32,0,0,0,0,0,0,16,0,8,23,0,0,0,0,0,0,0,24,24,10,0,0,0,0,24,0,0,0,0,10,16,0,0,0,0,0,0
inserter_all_from_electromagnetic_plant_electronic_circuit_to_steel_chest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0
inserter_all_from_electromagnetic_plant_electronic_circuit_to_steel_chest_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0
inserter_all_from_electromagnetic_plant_electronic_circuit_to_turbo_transport_belt,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,4,4,4,0,0,0,0,0,0,0,4,4,3,2,0,2,4,4,4,0,0,2,2,2,0,0,2
inserter_all_from_electromagnetic_plant_electronic_circuit_to_turbo_underground_belt,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_express_underground_belt,0,0,0,0,0,28,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,24,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_express_underground_belt_circuit_enabled,0,0,0,0,0,28,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,24,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_express_underground_belt_to_assembling_machine_3_chemical_science_pack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_express_underground_belt_to_assembling_machine_3_chemical_science_pack_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_express_underground_belt_to_assembling_machine_3_engine_unit,0,0,0,0,0,28,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_express_underground_belt_to_assembling_machine_3_engine_unit_circuit_enabled,0,0,0,0,0,28,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_express_underground_belt_to_turbo_transport_belt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_fast_transport_belt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_foundry_casting_copper,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
inserter_all_from_foundry_casting_copper_cable,8,14,12,60,12,10,48,0,6,6,4,0,11,11,14,14,14,14,48,6,0,46,19,19,19,0,0,0,48,48,48,20,11,11,29,10,0,10,19,19,19,0,48,10,14,14,12,12,10
inserter_all_from_foundry_casting_copper_cable_circuit_enabled,0,8,0,60,11,10,0,0,0,6,0,0,11,11,14,14,14,14,48,0,0,23,19,19,19,0,0,0,48,48,48,20,8,8,26,4,0,4,19,19,19,0,48,8,14,14,8,8,8
inserter_all_from_foundry_casting_copper_cable_to_assembling_machine_3_advanced_circuit,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_foundry_casting_copper_cable_to_assembling_machine_3_advanced_circuit_circuit_enabled,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_foundry_casting_copper_cable_to_assembling_machine_3_electronic_circuit,0,0,0,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_foundry_casting_copper_cable_to_assembling_machine_3_electronic_circuit_circuit_enabled,0,0,0,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_foundry_casting_copper_cable_to_cargo_wagon,0,0,0,0,0,10,0,0,4,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_foundry_casting_copper_cable_to_cargo_wagon_circuit_enabled,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_foundry_casting_copper_cable_to_electromagnetic_plant_advanced_circuit,0,8,6,0,6,0,24,0,0,0,0,0,8,8,8,8,8,8,32,0,0,23,16,16,16,0,0,0,0,24,24,10,8,8,26,0,0,0,16,16,16,0,32,8,8,8,8,8,8
inserter_all_from_foundry_casting_copper_cable_to_electromagnetic_plant_advanced_circuit_circuit_enabled,0,8,0,0,6,0,0,0,0,0,0,0,8,8,8,8,8,8,32,0,0,23,16,16,16,0,0,0,0,24,24,10,8,8,26,0,0,0,16,16,16,0,32,8,8,8,8,8,8
inserter_all_from_foundry_casting_copper_cable_to_electromagnetic_plant_electronic_circuit,0,6,6,0,0,0,24,0,2,2,0,0,3,3,6,6,6,6,16,2,0,23,3,3,3,0,0,0,0,24,24,10,3,3,3,4,0,4,3,3,3,0,16,2,6,6,4,4,2
inserter_all_from_foundry_casting_copper_cable_to_electromagnetic_plant_electronic_circuit_circuit_enabled,0,0,0,0,0,0,0,0,0,2,0,0,3,3,6,6,6,6,16,0,0,0,3,3,3,0,0,0,0,24,24,10,0,0,0,4,0,4,3,3,3,0,16,0,6,6,0,0,0
inserter_all_from_foundry_casting_copper_cable_to_turbo_transport_belt,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_foundry_casting_copper_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_foundry_casting_copper_to_assembling_machine_3_copper_cable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_foundry_casting_copper_to_assembling_machine_3_copper_cable_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_foundry_casting_copper_to_electromagnetic_plant_copper_cable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_foundry_casting_copper_to_turbo_transport_belt,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
inserter_all_from_foundry_casting_copper_to_turbo_transport_belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_foundry_casting_iron,2,2,6,30,6,2,24,4,2,2,4,4,1,1,2,2,2,2,16,2,2,23,1,1,1,2,2,2,24,24,24,10,1,1,1,2,0,2,1,1,1,4,16,2,2,2,4,4,2
inserter_all_from_foundry_casting_iron_circuit_enabled,0,0,0,30,5,2,0,0,2,2,0,4,1,1,2,2,2,2,16,2,0,0,1,1,1,0,0,0,24,24,24,10,0,0,0,2,0,2,1,1,1,0,16,0,2,2,0,0,0
inserter_all_from_foundry_casting_iron_gear_wheel,2,2,14,30,12,4,24,4,22,0,2,3,2,0,0,0,0,0,0,22,14,23,24,24,24,26,28,2,0,0,0,4,2,0,0,2,0,2,24,24,24,4,0,0,0,0,0,0,0
inserter_all_from_foundry_casting_iron_gear_wheel_circuit_enabled,0,0,0,30,12,4,0,0,22,0,0,0,0,0,0,0,0,0,0,22,14,0,0,0,0,26,28,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_foundry_casting_iron_gear_wheel_to_assembling_machine_3_engine_unit,0,0,14,30,12,0,24,0,22,0,0,0,0,0,0,0,0,0,0,22,14,0,0,0,0,26,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_foundry_casting_iron_gear_wheel_to_assembling_machine_3_engine_unit_circuit_enabled,0,0,0,30,12,0,0,0,22,0,0,0,0,0,0,0,0,0,0,22,14,0,0,0,0,26,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_foundry_casting_iron_gear_wheel_to_cargo_wagon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,0,0,0,0,0,0,0,0
inserter_all_from_foundry_casting_iron_gear_wheel_to_turbo_transport_belt,2,2,0,0,0,4,0,4,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,2,0,0,2,0,2,0,0,0,4,0,0,0,0,0,0,0
inserter_all_from_foundry_casting_iron_gear_wheel_to_turbo_transport_belt_circuit_enabled,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_foundry_casting_iron_gear_wheel_to_turbo_underground_belt,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_foundry_casting_iron_to_assembling_machine_3_electronic_circuit,0,0,0,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_foundry_casting_iron_to_assembling_machine_3_electronic_circuit_circuit_enabled,0,0,0,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_foundry_casting_iron_to_electromagnetic_plant_electronic_circuit,2,2,6,0,0,2,24,0,2,2,4,0,1,1,2,2,2,2,16,2,0,23,1,1,1,2,2,2,0,24,24,10,1,1,1,2,0,2,1,1,1,0,16,2,2,2,4,4,2
inserter_all_from_foundry_casting_iron_to_electromagnetic_plant_electronic_circuit_circuit_enabled,0,0,0,0,0,2,0,0,2,2,0,0,1,1,2,2,2,2,16,2,0,0,1,1,1,0,0,0,0,24,24,10,0,0,0,2,0,2,1,1,1,0,16,0,2,2,0,0,0
inserter_all_from_foundry_casting_iron_to_turbo_transport_belt,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
inserter_all_from_foundry_casting_iron_to_turbo_transport_belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_foundry_casting_pipe,2,44,14,30,4,4,24,4,22,0,3,144,22,0,0,0,0,0,0,22,14,23,24,24,24,26,28,4,0,0,0,6,3,0,0,4,0,4,24,24,24,4,0,0,0,0,0,0,0
inserter_all_from_foundry_casting_pipe_circuit_enabled,0,0,0,30,1,4,0,0,22,0,0,144,22,0,0,0,0,0,0,22,14,0,0,0,0,26,28,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_foundry_casting_pipe_to_assembling_machine_3_engine_unit,0,44,14,0,0,0,24,0,22,0,0,144,22,0,0,0,0,0,0,22,14,0,0,0,0,26,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_foundry_casting_pipe_to_assembling_machine_3_engine_unit_circuit_enabled,0,0,0,0,0,0,0,0,22,0,0,144,22,0,0,0,0,0,0,22,14,0,0,0,0,26,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_foundry_casting_pipe_to_cargo_wagon,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,0,0,0,0,0,0,0,0
inserter_all_from_foundry_casting_pipe_to_cargo_wagon_circuit_enabled,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
